Abstract;Year
Introduction: Open rhinoplasty involving columellar incision has gained popularity since the 1930s. Many surgical incision techniques have been employed to obtain better results in terms of postoperative scarring. This study evaluated and compared the results of absorbable and non-absorbable sutures used in open technique rhinoplasty assessed scar properties regardless of the techniques used from the perspectives of patients and surgeons. Objective: This study evaluated and compared the results of absorbable and nonabsorbable sutures used in open technique rhinoplasty from the perspectives of patients and surgeons. Material and Methods: Study population included 70 patients who underwent primary open rhinoplasty between 2013 and 2018. Rhinoplasty Operations were performed in 2 different centers by a total of 2 rhinoplasty surgeons. Both surgeons used suture materials which can be used for columellar closure regardless of patients' skin characteristics. Columellar scars were assessed at an outpatient clinic at least 6 months postoperatively. Patients who could not come to the clinic were excluded from the study. Columellar Scars were assessed using the Turkish Patient Observer Scar Assessment Questionnaire. Patients were also asked to complete a Scar Assessment Analysis Questionnaire at the outpatient clinic and were photographed from the front basal and right and left oblique sides. Three surgeons who were not part of the research team but routinely performed rhinoplasty completed the Observer Scar Assessment Questionnaire by examining patients in person at the clinic as well as their photographs. Results: Observer Scar Assessment Questionnaire results for the Vicryl group surgeons ranked pigmentation of the scar as the best criterion (3.34 +/- 0.97) and irregularity of the scar as the worst (3.82 +/- 1.01). For the Prolene group surgeons ranked irregularity as the best criterion (3.30 +/- 0.97) and stiffness as the worst (3.54 +/- 0.94). Although there was no statistically significant result between the two groups in the criteria the mean scores of the Prolene group were less than the Vicryl group. (3.36 +/- 0.46 3.50 +/- 0.65 respectively). Scar Assessment Analysis Questionnaire Results patients in both the Vicryl and Prolene groups ranked pain as the least important factor (mean 2.9 +/- 1.11 and 3.33 +/- 1.35 respectively). The Prolene group scored lower than the Vcryl group in terms of overall scarring (3.49 +/- 0.72 3.66 +/- 1.37 respectively P > 005). Conclusions: Absorbable sutures are a convenient alternative to nonabsorbable sutures Level IV: Evidence obtained from multiple time series with or without the intervention such as case studies. Dramatic results in uncontrolled trials might also be regarded as this type of evidence.;2021
Introduction: Preoperative anxiety is a common problem before anesthesia. Pharmacologic agents or non-pharmacologic methods are widely used to reduce preoperative anxiety. The aim of our study was to investigate the effect of aromatherapy with rose oil on preoperative anxiety. Methods: This study was a prospective randomized controlled trial. The patients (n = 99) were randomized as the control group (group C) the sham group (group S) and the rose oil group (group R). The State-Trait Anxiety Inventory-State Questionnaire of Spielberger (STAI-S) was used to determine anxiety levels. The first STAI-S (Q_1) was administered in the otorhinolaryngology clinic in the morning on the day of the operation. Group C received no intervention. In group S a mixture (distilled water/ethyl alcohol) and in group R a mixture (distilled water/ethyl alcohol/0.2 mL rose oil (Rosa damascena Mill.)) was used with the ultrasonic aroma diffuser. Aromatherapy was applied by an ultrasonic nebulizer for 15 min before patients went to the operating room for surgery in group S and group R.In the operating room the second STAI-S (Q_2) were recorded. Results: There was no statistical significant difference between the groups at baseline in terms of Q_1 scores but when the second STAI-S was administered after the intervention there was a significant difference in Q_2 scores (43.15 +/- 7.55 36.03 +/- 9.60 respectively 95% CI 38.39-43.12 P = .004) between group C and R. Conclusions: The application of rose oil aromatherapy by inhalation reduced the scores of preoperative anxiety of patients undergoing septorhinoplasty/rhinoplasty.;2019
Introduction: Rhinoplasty constitutes an example wherein the various types of filling materials are used for nasal dorsal deformities. In this study we took the advantage of a simplified procedure and used fibrin isolated from the coagulated peripheral blood of the experimental animal. Durability and viability of diced autologous cartilage grafts adhered to each other and formed using fibrin extracts were assessed experimentally in a rabbit model. Subjects and Methods: Diced cartilage graft (Group 1) block cartilage (Group 2) and fibrin adhered 0.5 mm diced cartilage graft (Group 3) were placed into subcutaneous pockets in the frontoparietal region of the same experimental animal. The grafts were excised at the end of 16 weeks. The excised grafts were macroscopically evaluated and the final volumes and weights were measured. These measurements were compared to the initial values before implantation. Finally the specimens were evaluated the histopathological examination. Results: In Group 1 165% increase in weight and 56% increase in volume in Group 2 131% increase in weight and 81% increase in volume finally in Group 3 184% increase in weight and 68% increase in volume were seen. Although histological examination did not reveal any difference with regard to chondroid matrix score metachromasia vascularization fibrosis and inflammation we observed significantly higher cartilage proliferation score in Group 3. Conclusion: The results indicate that these grafts can be used efficiently particularly in rhinoplasty procedures to correct nasal deformities.;2021
Introduction: Rhinoplasty is one of the most common aesthetic procedures performed by plastic surgeons all over the world. In recent years a non-surgical nose job has become the preferred option for most patients and specialists. Minimally invasive techniques already result in high satisfaction rates. Moreover patients do not need anesthesia and there is no post-operative recovery period. Methods: Between January 2016 and January 2017 35 patients (33 female 2 male) that had undergone nonsurgical rhinoplasty with dermal fillers were included in the study. Clinical and demographic features of the patients our technique satisfaction rates and complications were discussed. Results: We recorded an extremely high satisfaction rate and did not observe any complications. All of the patients returned to their normal daily activities immediately after the procedure. Conclusion: Non-surgical nose augmentation with dermal fillers is an easy safe and comfortable technique. It appears that dermatologists need to assume a more active role in rhinoplasty.;2017
Introduction: Septal deviation is a common disease seen in daily otorhinolaryngology practice and septoplasty is a commonly performed surgical procedure. Caudal septum deviation is also a challenging pathology for ear nose and throat specialists. Many techniques are defined for caudal septal deviation. Objective: To evaluate the effectiveness of caudal septal extension graft (CSEG) application in patients who underwent endonasal septoplasty for a short and deviated nasal septum. Methods: Forty patients with nasal septal deviation short nasal septum and weak nasal tip support who underwent endonasal septoplasty with or without CSEG placement between August 2012 and June 2013 were enrolled in this study. Twenty patients underwent endonasal septoplasty with CSEG placement. The rest of the group who rejected auricular or costal cartilage harvest for CSEG placement underwent only endonasal septoplasty without any additional intervention. Using the Nasal Obstruction Symptom Evaluation (NOSE) and Rhinoplasty Outcome Evaluation (ROE) questionnaires pre- and post-operative acoustic rhinometer measurements were evaluated to assess the effect of CESG placement on nasal obstruction. Results: In the control group preoperative and postoperative minimal cross-sectional areas (MCA1) were 0.44 +/- 0.10 cm(2) and 0.60 +/- 0.11 cm(2) respectively (p < 0.001). In the study group pre- and postoperative MCA1 values were 0.45 +/- 0.16 cm(2) and 0.67 +/- 0.16 cm(2) respectively (p < 0.01). In the control group the nasal cavity volume (VOL1) value was 1.71 +/- 0.21 mL preoperatively and 1.94 +/- 0.17 mL postoperatively (p < 0.001). In the study group pre- and postoperative VOL1s were 1.72 +/- 0.15 mL and 1.97 +/- 0.12 mL respectively (p < 0.001). Statistical analysis of postoperative MCA1 and VOL1 values in the study and the control groups could not detect any significant intergroup difference (p = 0.093 and 0.432 respectively). In the study group mean nasolabial angles were 78.15 +/- 4.26 and 90.70 +/- 2.38 respectively (p < 0.001). Conclusion: Endonasal septoplasty with CESG placement is an effective surgical procedure with minimal complication rate for subjects who have a deviated short nasal septum and weak nasal tip support. (C) 2016 Associacdo Brasileira de Otorrinolaringologia e Cirurgia Cervico-Facial. Published by Elsevier Editora Ltda;2017
Introduction: Since the age at which rhinoplasty is frequently performed is also the age at which acne is frequently seen a person may be a candidate for both this surgery and isotretinoin therapy. In this study we aimed to investigate the effect of oral isotretinoin on bone healing in rabbit rhinoplasty model. Methods: Twelve one-year-old New Zealand white rabbits (3-4 g all male) were included in the study. The animals were divided into two groups as experimental (n=6) and control group (n=6). One mg/kg oral isotretinoin and olive oil mixture was given each day orally to the experimental group starting from the surgery day. Lateral nasal osteotomy was performed starting from the distal end of the nasal bone. The rabbits were sacrificed 4 weeks later and the nasal bone specimens were sent for histopathological examination to evaluate bone healing between the groups. Bone healing was classified according to the grading described by Huddleston. Results: Grade 1 bone healing was observed in four samples (66.7%) and grade 2 healing was observed in two samples (33.3%) in the study group. In the control group three samples (50%) had grade 2 bone healing and the other three samples (50%) had grade 3 bone healing. The difference between the groups was statistically significant (p=0.027). Conclusion: Bone healing was found to be slower in the isotretinoin group than in the untreated group. Although there are studies in the literature reporting that isotretinoin has a positive effect on bone healing we observed opposite results. Therefore we think that more experimental and clinical studies are needed to clarify this effect.;2019
Introduction: Success and satisfactory results in rhinoplasty are established not only with flawless surgery but also with meticulous perioperative care. Pain stays at the centre of these circumstances. Besides several contributing perioperative factors such as periorbital edema and ecchymosis play key role on the patients' comfort. Methods: Septorhinoplasty was carried out in 50 patients between February and May 2014 under general anesthesia. Local anesthesia with lidocaine and adrenaline combination was done prior to incision. Following the procedure silicone gel packs were applied. One periorbital region was cooled after surgery whereas the opposite site was left uncooled. Periorbital edema-ecchmosis and pain intensity were graded and noted 1 hour 1 day 3 days 1 week and 1 month after surgery. Results: Cold application seriously reduced postoperative edema and ecchymosis at the first week (p=0.001 for the first 3 days and p=0.006 at first week). Pain was reduced with cooling not on the first hour (p>0.05) but on the forthcoming days throughout the first week (p<0.005). Operation time revealed that primary cases were carried out quicker than revisional surgery. Moreover pain scores were found lower in primary cases than revisions especially in the first 3 days. These finding were approved statistically. Conclusion: Cooling of the periorbital region reduces edema and ecchymosis as well as pain however 3 days of use is enough after rhinoplasty. One hour after surgery cooling does not affect the pain but reduce edema and ecchymosis.;2016
Introduction: The aim of the present study is to examine the effect of local administration of tranexamic acid (TXA) through lateral osteotomy line on postoperative periorbital edema and ecchymosis. Material-Method: Thirty patients underwent open technical septorhinoplasty were included. Before lateral osteotomies the surgeon opened narrow subperiosteal tunnels on the both sides. After lateral osteotomies the surgeon irrigated TXA into the right tunnel with the broken tip of the injection and the same amount of saline into the left tunnel. The patient's photographs were taken on the first third and seventh postoperative days. Periorbital edema and ecchymoses were evaluated by the blinded author. The statistical differences between the 2 sides were analyzed. Results: Lower Eyelid Edema values were significantly lower in the TXA(+) group than the TXA(-) group on the third day (P = 0.001). There was no statistically significant difference between the sides in terms of lower eyelid edema values on the first and seventh days (P = 0.065 P = 0.317). Upper and lower eyelid ecchymosis values were significantly lower in TXA(+) group than TXA(-) group on the first third and seventh days (P < 0.05). Upper eyelid edema values were found to be significantly lower in the TXA(+) group than the TXA(-) group on the first and third days (P = 0.002 P = 0.005). There was no statistically significant between the sides in terms of upper eyelid edema (P = 0.315) on the seventh day. Conclusions: It was observed in the present study that local administration of TXA in septorhinoplasty was effective in reducing postoperative periorbital edema and ecchymosis.;2021
Introduction: The aim of this study is to compare the functional aspects of open technique (OTS) and endonasal septoplasty (ENS) in difficult septal deviation cases''. Methods: 60 patients with severe nasal obstruction from S-shaped deformities multiple deformities high deviations etc. were included in the study. The OTS was used in 30 patients and the ENS was performed in 30 patients. The Nasal Obstruction Symptom Evaluation (NOSE) scale was administered preoperatively and at first month following surgery. Patients were also evaluated for pain postoperatively with Visual Analog Scale (VAS). Results: The mean NOSE score was decreased 62.5-11.0 in the OTS group and 61.3-21.33 in the ENS group. Improvement of the symptoms following the two surgical techniques is similar and no statistically significant difference was found between both techniques. Also there was no statistically significant difference in postoperative pain between the OTS and ENS groups evaluated by VAS. Conclusion: ENS is as successful as the OTS in management difficult septal deviation cases. In patients with severe septal deformities type of the surgical technique should be selected according to the surgeon's experience and the patient's preference. (C) 2016 Published by Elsevier Editora Ltda. on behalf of Associacao Brasileira de Otorrinolaringologia e Cirurgia Cervico-Facial.;2017
Introduction: The most difficult aspect of radix lowering is determining the maximum amount of bone that can be removed with osteotomes here we describe use of a radix saw which is a new tool for determining this amount. Objective: In this study we describe use of a radix saw which is a new tool to reduce the radix. Methods: The medical charts of 96 patients undergoing surgery to lower a high radix between 2016 and 2017 were assessed retrospectively. All operations were performed by the senior surgeon. Outcomes were assessed by comparing preoperative photographs with the most recent follow-up photographs (minimum of 6 months postoperatively). The photographs were all taken using the same imaging settings and with consistent subject distance and angulation. The photographs were subsequently analysed by authors. Results: The study population consisted of 96 patients (70 women 26 men) who underwent rhinoplasty between 2016 and 2017. The mean age of the patients was 28.8 years (range: 18-50 years) and the mean clinical follow-up period was 1.8 years. No patient required revision surgery due to radix problems and there were no cases with unwanted bone fragments or radix asymmetry. The swelling and oedema seen immediately after surgery subsided after an average of 7-10 days. Conclusion: In conclusion a radix saw can be used for rhinoplasty requiring delicate bone removal in patients with a high radix. Level IV: Evidence obtained from multiple time series with or without the intervention such as case studies. Dramatic results in uncontrolled trials might also be regarded as this type of evidence. (C) 2019 Associacao Brasileira de Otorrinolaringologia e Cirurgia Cervico-Facial. Published by Elsevier Editora Ltda.;2021
Introduction: The objective of rhinoplasty is to provide predictable changes in the nasal contours and improve nasal functions. Nasal osteotomy is a frequently used correction technique in rhinoplasty. However the optimal osteotomy technique and approach remain a matter of dispute. Methods: In this study 24 patients who underwent primary septorhinoplasty and 24 patients who underwent paranasal sinus computed tomography (CT) due to various causes were retrospectively assessed. Operated patients completing a minimum postoperative follow-up duration of 1 year were invited to the study center. Informed consent form was signed and a CT of the nasal bone in the axial plane was performed. These recorded values were compared with their preoperative results and with non-surgical patients. Results: Comparison of data between postoperative and nonsurgical cases showed that there was a significant reduction in the ventral width of operated patients (p=0.022) whereas no significant difference was observed in the dorsal width despite bilateral spreader grafts (p=0.108). Conclusion: Our results suggest that the dorsal width in patients undergoing bilateral osteotomy and bilateral spreader grafts was not significantly different from those in non-operated subjects. Also contrary to what one may expect spreader grafts are not associated with an increased dorsal width.;2021
Introduction: There is no consensus on duration of the nasal splint after nasal septum surgeries. The pressure of nasal splint on the mucosa may cause tissue necrosis and nasal septum perforation. Objectives: To investigate the histopathological changes of the nasal mucosa caused by nasal splints in a rabbit model. Methods: No splint was used in group A. Bilateral silicone nasal splints were placed for five ten and 15 days in groups B C and D respectively. Biopsy of the nasal mucosa was performed after removal of splint. Histopathologic evaluations were performed. The severity and depth of the inflammation were scored. Results: Group A had a normal histological appearance. Comparison of the results of groups B C and D with group A demonstrated statistically significant differences with regards to the severity of histopathological findings. There was no statistically significant difference between groups B and C. There were statistically significant differences between the groups B and D and also between groups C and D. Conclusions: Longer duration of nasal splint had a higher risk for septal perforation. Therefore removal of the splint as soon as possible may be helpful for preventing potential perforations. (C) 2015 Associacao Brasileira de Otorrinolaringologia e Cirurgia Cervico-Facial. Published by Elsevier Editora Ltda. All rights reserved.;2015
Introduction: We aimed at comparing nasal tip projection and nasolabial angle changes following primary open rhinoplasty with short-floating columellar strut graft and suture techniques. Methods: Participants were divided into two groups depending on the type of technique employed. In the first group short-floating columellar strut grafts were employed. The second group involved those who underwent suture techniques only. Results: We included 119 patients who underwent primary rhinoplasty in the study. The mean value of preoperative nasolabial angle measurement was 92.77 +/- 8.5 degrees and 92.14 +/- 6.7 degrees in groups 1 and 2 respectively. Postoperative nasolabial angle measurement in group 1 was 107.2 104.3 and 101.3 degrees in the 1st 3rd and 5th postoperative year respectively. Postoperative nasolabial angle measurement in group 2 was 107.4 104 and 102.2 degrees in the 1st 3rd and 5th postoperative year respectively. The mean value of preoperative nasal tip projection was 0.605 +/- 0.07 and 0.653 +/- 0.08 in groups 1 and 2 respectively. Postoperative nasal tip projection measurement in group 1 was 0.636 0.632 and 0.627 in the 1st 3rd and 5th postoperative year respectively. Postoperative nasal tip projection measurement in group 2 was 0.656 0.634 and 0.632 in the 1st 3rd and 5th postoperative year respectively. Conclusion: Suture techniques were efficient than columellar strut grafts in maintaining the nasolabial angle but not the nasal tip projection when.;2021
Introduction:Persistent nasal obstruction at internal nasal valve was a common problem seen after septoplasty and submucous resection the 2 methods used for surgical treatment for deviation of nasal septum during the first half of twentieth century. The authors performed cartilage-grafting technique and retrospectively analyzed the patients after 12 months with Nasal Obstruction and Septoplasty Effectiveness scale to emphasize persistent nasal obstruction.Methods:In this study 115 (65 male 50 female) patients operated between 2008 and 2013 who underwent revision septoplasty and complaints were evaluated with Nasal Obstruction and Septoplasty Effectiveness scale. The surgical technique was used in 32 (27.8%) of the patients open and in 83 (72.2%) closed approach. Wilcoxon sign test is used for the statistical analysis. Postoperative values were statistically significant compared with preoperative ones (P<0.05).Discussion:Septoplasty and submucous resection described by Cottle and Killian are similar techniques but a septoplasty often includes less cartilage resection and septal cartilage modification or placement of a cartilage graft instead of resection. Most important disadvantage of these techniques is to be deficient in the correction of the caudal and/or dorsal deviations. In authors' experience these classical septoplasty techniques are not suitable for columellar and dorsal deviations and especially in revision surgery an internal nasal valve correction with cartilage grafts is a necessary alternative technique.;2016
Introduction:The first and one of the most important steps in facial plastic surgery is accurate preoperative facial analysis and recording of data that may help the surgeon to check the outcomes of his/her techniques promoting a surgeon's professional development. Objective:To evaluate the esthetic outcomes of external septorhinoplasty relevant to ethnic facial harmony and to investigate the relationship of the columellar incision scar with the type of skin and columellar incision type in a Turkish population. Methods: In total 28 consecutive adult male patients with a mean age of 32.14 +/- 10.66 years (range: 18-61 years) were included the study. Primary outcomes were preoperative and postoperative photogrammetric facial analyses of the patients including measurement of nasofrontal angle nasolabial angle and nasal projection ratios (Gode) assessed according to the data derived from the Rhinobase program. Results were compared to facial proportions of the Turkish population. Columellar incision scar scores related to the Fitzpatrick skin type classification of the patients and columellar incision types used for the external approach were secondary outcomes of the study. Results: Mean preoperative and postoperative nasofrontal angles were 148.04 degrees +/- 8.18 degrees and 144.50 degrees +/- 7.15 degrees respectively while mean preoperative and postoperative nasolabial angles were 87.59 degrees +/- 14.01 degrees and 98.50 degrees +/- 9.71 degrees respectively. Mean preoperative and postoperative nasal tip projection ratios were 0.56 +/- 0.05 and 0.60 +/- 0.06 respectively. The differences between pre- and postoperative measurements were all significantly different and were in accordance with Turkish nasal harmony. Columellar inverted V incisions were performed in 15 (53.6%) patients while V incisions were used in 13 (46.4%) patients. Fitzpatrick skin Type 4 was seen in 46.42% of the patients Fitzpatrick Type 3 in 46.42% and Fitzpatrick Type 2 in 7.14% of the patients. No significant difference was seen between columellar scar scores according to skin type and columellar incision type used for external septorhinoplasty. Conclusions: This study demonstrated that outcomes for nasofrontal angle nasolabial angle and nasal tip projection ratios analyzed using the Rhinobase program in patients who underwent external septorhinoplasty were similar to reference values for the Turkish population. (C) 2017 Associacao Brasileira de Otorrinolaringologia e Cirurgia Cervico-Facial. Published by Elsevier Editora Ltda.;2018
IntroductionFormation of less periorbital ecchymosis in post-operative period of rhinoplasty is a popular trend. We present the use of instantly crystallizing supercooled serum physiologic solution for periorbital cooling.Physics of SupercoolingThere are circumstances in which water temperature drops below its freezing point but no phase transition happens while water remains in the liquid phase. This is called supercooling. Pure water can be supercooled below the freezing temperature without transforming into ice. Tap water will not supercool because it contains impurities that serveas nucleation sitesfor crystallization. For freezer temperatures in the range of -4 degrees C -6 degrees C and -8 degrees C nucleation was not observed and pure water remained in the supercooled condition for a long time.Description of the TechniqueSterile serum physiologic solution at +5 degrees C can be supercooled in the freezer at -14 degrees C only between the 257 and 277min time interval. But when it is supercooled in the freezer at -8 degrees C it is possible to save it in liquid form for at least 7days as we have observed in our trials.Clinical Use and DiscussionIt is easily possible to transform this supercooled liquid sterile serum physiologic within a few seconds into moldable snow-like ice that can be used safely and more nicely rather than solid ice for periorbital cooling in rhinoplasty operations. Its sterile inner bag is held tight and struck over the sterile nurse table and it crystallizes within a few seconds. For frozen solutions tearing of the inner plastic bag and extracting the ice and then crushing of big masses of ice to small pieces is exhaustive and a time-consuming process. The temperature of the supercooled fluid will be zero at the moment of nucleation with no risk of frostbite. The crystallized serum physiologic solution preserves its ice-gel form for nearly 25min.ConclusionThe instant crystallization of supercooled liquid serum physiologic solution can be applied as a tissue cooling method in rhinoplasty and in several other surgical procedures.Level of Evidence IVThis journal requires that authors assign a level of evidence to each article. For a full description of these Evidence-Based Medicine ratings please refer to the Table of Contents or the online Instructions to Authors www.springer.com/00266.;2019
Isolated congenital nasal anomalies are rare the isolated absence of any specific nasal structure is even rarer. In this report we present a patient with congenital isolated partial absence of the left lower lateral cartilage including only the lateral crura.;2011
Joseph's rhinoplasty operation with minor modifications was performed on 20 patients for aesthetic reasons. Various tests of the patient breathing though the nose were carried out both in the preoperative period and 10 30 and 90 days after surgery. Respiratory-function test results improved in the majority of patients after rhinoplasty. FVC increased in 65% of the cases at day 10 in 85% at day 30 and in 75% at day 90. FEV1 increased in 65% of the cases at day 10 in 65% at day 30 and in 70% at day 90. FEV1/FVC increased in 60% of the cases at day 10 in 65% at day 30 and in 70% at day 90. The only statistically significant increase when compared with preoperative values was the increase in the values of FEV 1/FVC at the 30th postoperative day. Decreases in respiratory function test values were insignificant in most of the patients. FEV1/FVC x 100 decreases of more than 10% were seen in three patients indicating increased nasal resistance at the 90th postoperative day. However the lowest value was 50.4 and none of the patients reported subjective nasal obstruction. In conclusion it was observed in this study that properly executed cosmetic rhinoplasty did not have any significant negative effects on respiratory functions in most patients and improved respiratory functions in most.;2001
Juvenile hyaline fibromatosis (JHF) is a rare disease with autosomal recessive inheritance. It is characterized by papulonodular skin lesions which are painless but cosmetically unacceptable and often disturb normal joint function. The nose chin ears scalp back and knees are the most common affected sites. In some cases gingival. hypertrophy flexion contractures of the large joints osteolytic bone lesions and stunted growth may be associated with skin lesions. We report a 9-year-old girt presented with a soft painless stow growing tumoral mass on the supratip of her nose. The lesion was totally excised with open rhinoplasty approach and histopathological diagnosis was JHF. (C) 2003 Elsevier Science Ireland Ltd. All rights reserved.;2003
Knowledge of age-related nasal region measurements in Anatolian men growth changes between adult and old age. The nose plays a critical role in determining the external appearance of an individual. Craniofacial anthropometry has been commonly used in forensic anthropology and medicine. A total of 300 men (100 between 20-40 years 100 between 40-60 years and 100 60-up years) were measured using a photographic technic from the Image J program. From the landmarks 13 linear distances and 3 angles were calculated and averaged for age groups. The means of nasal bridge lengths of three age groups were 60.30 63.43 and 64.63 mm respectively. The average nasal tip protrusions of three groups were 24.31 26.69 and 27.53 mm respectively. Nasolabial angle nasal bridge length and tip protrusion anatomic and morphologic nose width and root width were statistically different between the three age groups (p < 0.05). Results collected in this study could serve as a data bank for nasal anthropometry during aging and development. The assessment of teratogenic-induced traumas craniofacial alteration facial reconstruction aging of dead person and personal identification may be assisted by age data from Anatolian men from age data banks. This journal requires that authors assign a level of evidence to each article. For a full description of these Evidence-Based Medicine ratings please refer to Table of Contents or the online Instructions to Authors Authors www.springer.com/00266.;2018
Lateral osteotomy is a particular step in rhinoplasty that aims to close an open roof deformity after hump reduction narrow the lateral walls of the nose and symmetrically align the nasal bony framework in cases with asymmetry. When the only reason for performing lateral osteotomy is to close an open roof this can be avoided by using auto spreader flaps. In component hump reduction the entire length of the upper lateral cartilage is preserved including the portion under the nasal bone bilaterally. The basic principles involve suturing the flaps in the midline with a modified technique and supporting the lateral nasal walls with onlay cartilage grafts. This method was used for 34 patients. The lack of lateral wall support was obvious in one of the patients. With precise indications and a well-designed surgery can be achieved. Further studies with more patients and a longer follow-up period are needed to determine the accuracy of this philosophy. This journal requires that authors assign a level of evidence to each article. For a full description of these Evidence-Based Medicine ratings please refer to the Table of Contents or the online Instructions to Authors www.springer.com/00266.;2014
Let-down technique in which high septal strip resection is performed and conventional rhinoplasty using autospreader flaps were compared regarding nasal functions with Nasal Obstruction Symptom Evaluation (NOSE) and Sinonasal Outcome Test-22 (SNOT-22) quality-of-life scale questionnaires. A total of 54 patients who were included in the study were divided into two groups: group 1 (autospreader group n =27) and group 2 (let-down group n =27). Open technical septorhinoplasty operation using an autospreader flap was performed in group 1. Let-down rhinoplasty was applied in group 2. NOSE and SNOT-22 scales were filled for the groups in the preoperative and postoperative periods and were compared. Postoperative values were found to be significantly lower than preoperative values in both groups ( p <0.001). When the groups were compared in between no significant difference was seen according to the scales ( p >0.05). There was also no significant difference between the groups regarding age and gender. Although there was no significant difference between the two techniques both NOSE and SNOT-22 quality-of-life scales have shown improvement both in conventional rhinoplasty with autospreader flap and let-down technique.;2021
Lips are an important unit of the lower face. In the literatures not so many augmentation methods are seen except the fat graft filler material alloplastic prosthesis fascia grafts. Each one has both advantages and disadvantages. The most valuable method for lip augmentation should be minimally invasive low cost and resistant to resorption. The authors are presenting different and novel graft material for lip augmentation. The method has some important advantages such as both long lasting result and no cost and not any donor area morbidity.;2021
Major surgical procedures can be performed safely for hemophiliacs provided the clotting factors are adequate. However rhinoplasty an elective facial procedure has not yet been evaluated in this group of patients. The authors present a hemophilia A patient who underwent rhinoplasty for cosmetic reasons.;2007
Malposition of the lower lateral cartilage (LLC) is a relatively common anatomical variation described as any displacement of the lateral crura from the usual parallel direction with the nostril rims. Cephalic malpositioned LLC has the following characteristics: abnormal axes of the lateral crura bulbous and broad nasal tip parenthesis deformity long alar creases alar wall hollows nostril deformities and incompetence of the external valve. Numerous techniques were founded to correct this aesthetic and functional unpleasant variation although all of them have some limitations. The authors described and evaluated the efficacy of the oblique turnover flap (OTOF) technique in the management of cephalic malposition of LLC (CMLLC). The advantages of this technique are: it does not need any additional grafting it is quick and safe to perform it has stable results. In the present study 24 primary rhinoplasties using OTOF technique were performed between January 2014 and September 2016. There were 21 females (87.5%) and 3 males (12.5%) with age ranging from 23 to 46 years. The mean follow-up period was 12.1 months (range: 8-28 months). All patients were treated by the senior author (A. G.) in the RinoIstanbul Clinic. Three parameters were measured and compared pre-and postoperatively using a t-test and a p value criteria of 0.05. The difference was found to be statistically significant: the angle between the central axis of the lateral crura and the septum on each side satisfaction scale rating of the patients' nasal tip appearance and the satisfaction scale rating of patients' nose breathing. The angle of the central axis of lateral cruras to themidline significantly increased themean satisfactory scale ratings of nasal tip appearance and breathing quality were also significantly improved. OTOF is a quick useful efficient technique for repositioning and flattening of the lateral cruras of CMLLC with a good predictable and stable long-term results in our hands if used on right candidates.;2017
Maxillonasal dysplasia (Binder's syndrome) is a congenital malformation characterized by an extremely flat and retruded nose. This report describes an 18-year-old woman with maxillonasal dysplasia (Binder's syndrome). The septal deficiencies and maxillary retrusion of the patient were corrected by using an L-shaped implant and a crescent-shaped high-density porous polyethylene implant through the oral vestibular sulcus via an external rhinoplasty approach. After the operation the tip of the nose had moved 5.5 mm anteriorly in the sagittal plane and 11.9 mm coronally in the vertical plane. Also the nasolabial angle had increased after the surgery. Follow-up evaluation at 24 months showed good correction of the nasal and midface projection. High-density porous polyethylene implants are a good alternative for patients with Binder's syndrome especially those who will not accept costal cartilage grafts or orthognathic surgery and who have tendency for hypertrophic scarring.;2009
Mentoplasty is often a complimentary procedure to rhinoplasty. At least 25% of all rhinoplasty patients may need a chin implant to balance facial features better. Augmentation mentoplasty using alloplastic implants such as silicone rubber or other materials provides a simple approach to the treatment of the hypoplastic chin. Although these types of implants are readily available in developed countries there are parts of the world where they are unavailable or quite expensive. The authors have developed a chin implant made of wire that is available throughout the world and is custom designed to the mentum of the patient after a cephalometric evaluation. This technique has been used in 125 patients along with rhinoplasty over the last 20 years at our institution. In an initial series of 8 patients the prosthesis became displaced and was removed in 2 patients. Since then a new radiographic technique has been developed to demonstrate the shape of the mentum before surgery and new bone formation after surgery. By using this special radiographic technique it was possible to detect four types of mentum before surgery and to construct a custom-design wire cage according to this shape. The prosthesis is constructed by an orthodontist according to the cephalometric measurements and shape of the mentum. By using the buccal approach a pocket is prepared subperiosteally and a wire cage is inserted. In the last 20 cases the wire cage was filled with diced cartilage wrapped with Surgicel. The results were esthetically satisfactory in most patients. After the shape of the wire prosthesis was modified to conform to the shape of the underlying bone better no displacement of the prosthesis has been experienced. In 3 patients it was necessary to remove the prosthesis when new tissue formation began to fill the prosthesis. These specimens were examined histologically and the regenerating tissue was found to be connective tissue with a thin layer of bone formation. Most patients could be followed up for only 3 to 12 years. In all patients the results have been consistent and the procedure has been safe.;2003
Multiple techniques and a variety of materials used for grafting have been described and applied over the years. Silicone implants are one of the most widely used alloplastic materials in Asian rhinoplasty however there are several complications. The authors report a case of an Asian woman who presented with implant rejection after 25 years later as a late complication of rhinoplasty. The patient was underwent revision augmentation rhinoplasty and stayed uneventful for 6 months as she was satisfied with aesthetic results and nasal airflow. The silicone implants are still going to be the most popular grafts in Asian augmentation rhinoplasty even so the long term complications must be kept in mind.;2019
