Abstract;Year
Technological progress is a feature of everyday life in society, and school, as an integral part of it, must follow this development with changes in educational practice. School must work towards inclusion and equity of learning for all pupils. In this context, educational technologies appear to be very relevant tools regarding their potential for improving the education of children with learning difficulties. One of these educational technologies is the Scratch platform. The main objective of this study was to understand how the use of the Scratch software can contribute to the learning of mathematical content, specifically the affine function, by two children with learning difficulties. The research consisted of the application of a pre-test, followed by a two-session intervention and concluded with the application of the post-test. The mixed methodology focused on the quantitative analysis of pre- and post-test results and on the qualitative analysis of elements of the students' records, of the elements that they produced in the computer and of the researcher's field notes. The results suggest that the intervention had a significant impact on the overall performance of the two students, although with different relevance. The results also indicate that the work developed in Scratch enabled the students to have a better understanding of concepts, rules and symbols of mathematics. Despite the obvious limitations of this study and the impossibility of generalizing results, the conclusions provide arguments in favour of confirming Scratch as a valid and capable alternative for the promotion of learning, mathematical learning and the development of children with learning difficulties.;2019
Technology contributes to the design and implementation of STEM activities in multiple ways, but the T in STEM is sometimes overlooked. This chapter outlines the importance and benefits of technology in STEM education and highlights research and teaching strategies for promoting technological literacy. The chapter presents a summary of the types of technology tools, applications, and products that are presently available for conducting STEM activities and how these technologies can support the development of various 21st century skills in students, such as critical thinking, problem-solving, and collaboration. Emerging technologies for supporting STEM, such as coding through game design and programming, mobile app development, 3D modeling and printing, and digital storytelling are discussed. Finally, how these technologies are implemented in two projects as example is described.;2019
Technology-enhanced learning environments provide ample opportunities for learners to self-regulate their learning processes and activities for achieving the intended learning outcomes in various disciplines from soft to hard sciences and from humanities to the natural and social sciences. This special issue discusses the emerging technological advancements and cutting-edge research on self-regulated learning dealing with different cognitive, motivational, emotional, and social processes of learning both at the individual and group levels. Specifically, it discusses how to optimally use advanced technologies to facilitate learners' self-regulated learning for achieving their own individual learning needs and goals. In this special issue, seven researchers/research teams from the fields of collaborative learning, computational thinking, educational psychology, and learning analytics presented contributions to self-regulated learning with the goal of stimulating cross-border discussion in the field.;2019
The addition of computing to England's National Curriculum was welcomed as a much-needed modernization of the country's digital skills curriculum, replacing a poorly regarded ICT program of study with an industry-supported scheme of computer science, robotics and computational thinking. This paper will demonstrate how teachers have acted as gatekeepers to block a curriculum that they view as narrow, difficult to teach and in conflict with their beliefs and practices as educational professionals. Extensive qualitative data were collected through classroom observations, teacher and student interviews and student artifact creation in four state-maintained primary school classrooms to explore how teachers acted agentically to minimize or altogether reject a legally mandated curriculum that clashed with their local, professional knowledge. Analysis of this data was supported by official documents and personal accounts of the creation of the computing program of study, which highlight a discourse of economic anxiety and post-imperialist nostalgia on the part of the curriculum's designers. This study will illuminate the significant influence that teachers wield as gatekeepers for subject content, with the ability to reject digital technology curricula even when it is supported by industry and mandated by law.;2019
The adoption of robotics has been becoming prominent in computational thinking literature. The modularity characteristics of lego robotics, for example, enables learners to construct their understanding of the abstraction of complex robotics parts. Educational organisations that adopt computing would be likely to introduce computational thinking as an integrated part of the regular curriculum. Organisations in the UK and the United States, for example, conceptualise the delivery of computing curricula in connection with the development of computational thinking skills that all students must learn in the 21st century. This paper is a literature review report aggregating publications from outstanding outlets. Focusing on investigating more deeply about the roles of learning computational thinking using robotics-based media, in hopes of finding new findings that can support the advance of 21st-century skills. The results show that computational thinking using robotics-based media can foster interest in the STEM field, which includes some skills like creative thinking, problem-solving, collaborative learning, algorithmic and critical thinking, abstraction, and debugging. The skills are essential for children to develop themselves in the 21st century, taking into account the learning material and the right learning approach.;2019
The aim of the present study was to investigate the properties of paper-and-pencil data collection instruments developed to measure Computational Thinking (CT) based on several variables. Thus, keywords were identified and used in searches conducted in various databases. The outcomes of the search were analyzed based on the inclusion/exclusion criteria and 64 studies that focused on CT measurement were identified. Content analysis findings were classified under several themes. Based the present study findings, it was determined that the number of tools developed to measure CT demonstrated an increasing trend over time. Furthermore, it was found that the above-mentioned studies included mainly tests. Moreover, it was observed that the processes of ensuring validity and reliability were not clearly specified for more than half of the paper-and-pencil data collection instruments designed to measure CT. Based on the findings, several recommendations were presented for future studies and implementations in the related field.;2019
"The aim of the study is to examine the Science, Technology, Engineering and Mathematics (STEM) teaching intention of science and primary school pre-service teachers in terms of Computational Thinking (CT) skill, gender, grade level, daily computer usage, internet usage, smartphone usage, and the department variables. The study employs the correlational survey model. The participants of this research are 440 pre-service teachers at Van Yuzuncu Yl University, Turkey. The STEM teaching intention scale, and the CT skill scale were used for data collection. Chi-Squared Automatic Interaction Detector (CHAID) analysis, independent samples t- test, and single factor variance analysis (ANOVA) was used for data analysis. According to the results; CT has the most significant effect in terms of STEM teaching intentions. Department is also another important variable for STEM teaching intentions. STEM teaching intention measures do not differ according to gender, grade level, daily average computer usage, internet usage and smart phone usage.";2019
The aim of this paper is to broaden our view on the relationship between Computational Thinking and the development of the abstraction skill applied to mathematics. It was aimed to reveal trends and new potential solutions to be explored in the teaching of mathematics. We carefully selected sixty-four papers related with the objective above cited. From which we inspected twenty-four discovering that abstraction is a key skill for mathematics and Computational Thinking. We also discovered that we need to define which type of abstraction are we going to work on together with choosing between the two ways of teaching CT: integrating it to the curricula or as an after-school program.;2019
The aim of this study is to develop a self-efficacy measuring tool that can predict the computational thinking skill that is seen as one of the 21st century's skills. According to literature review, an item pool was established and expert opinion was consulted for the created item pool. The study group of this study consists of 319 students educated at the level of secondary school. As a result of the exploratory factor analysis, the scale consisted of 18 items under four factors. The factors are Reasoning, Abstraction, Decomposition and Generalization. As a result of applied reliability analysis, the Cronbach Alpha reliability coefficient can be seen to be calculated as .884 for the whole self-efficacy scale consisting of 18 items. Confirmative factor analysis results and fit indexes were checked, and fit indexes of the scale were seen to have good and acceptable fits. Based on these findings, the Computational Thinking Self-efficacy Scale is a valid and reliable tool that may be used in measuring to predict Computational Thinking.;2019
"The aim of this study was to develop a scale which can be used to measure the computational thinking skills (CTS) of high school students. Validity and reliability testing of the scale was performed with the participation of 785 students. Exploratory and confirmatory factor analysis showed that the five-point Likert scale had a construct consisting of four factors Problem-solving, Cooperative Learning & Critical Thinking, Creative Thinking, and Algorithmic Thinking expressed by 42 items. The factor loadings of the scale varied from .475 to .853. The confirmatory factor analysis performed to reveal the factorial validity of the scale showed that the Chi-square value (2=2679.07; sd=815, p=0.00) was significant. The fitness index values were found to be RMSA=.0075; SRMR=.081; NNFI=.91; CFI=.92; GFI=.90; and AGFI=.88. The Cronbach's Alpha internal consistency coefficient was .969 for the overall scale. In addition, the stability of the scale was examined to obtain information about its reliability and the test-re-test method was used. It was concluded as a result of the analysis that the scale was a valid and reliable measurement tool which can be used to measure the CTS of high school students.";2019
The article examines the modern computer-based educational environment and the requirements of the possible cognitive interface that enables the learner's cognitive grounding by incorporating abductive reasoning into the educational process. Although the main emphasis is on cognitive and physiological aspects, the practical tools for enabling computational thinking in a modern constructionist educational environment are discussed. The presented analytical material and developed solutions are aimed at education with computers. However, the proposed solutions can be generalized in order to create a computer-free educational environment. The generalized paradigm here is pragmatism, considered as a philosophical assumption. By designing and creating a pragmatist educational environment, a common way of organizing computational thinking that enables constructionist educational solutions can be found.;2019
The autism spectrum disorder (ASD) is a neurodevelopment disorder that affects areas related to social skills, such as social interaction, communication, planning everyday activities, imagination, and creativity, in a permanent way and since early ages. These skills are very important for everyday routine and should be developed to improve the life quality and integrate people with such disorders in the workplace. Nowadays, there are several applications that were developed to support children with ASD. However, most of those applications were developed in other languages or are aimed at different social contexts. Some of them are simply outdated. Due to the mentioned factors, an application for mobile devices was developed, aimed at supporting professionals that intend to develop skills related to empathy based on the mind theory, in children diagnosed with ASD. In the tests with experts, it was possible to obtain an adequate application both in terms of content and usability for them, allowing the user to feel comfortable with the application and that this can be integrated into their activities without problems. Using the usability tests, the results show that both the users managed to complete the tasks with some time differences. The application was validated by performing several tests with experts and final users with promising results.;2019
The benefits of computational model building in STEM domains are well documented yet the synergistic learning processes that lead to the effective learning gains are not fully understood. In this paper, we analyze the discussions between students working collaboratively to build computational models to solve physics problems. From this collaborative discourse, we identify strategies that impact their model building and learning processes.;2019
The blended teaching mode is applied to the teaching of computer basic courses. It can innovate the traditional teaching mode, realize the dual-subject teaching, improve the comprehensive quality of teachers, implement the policy of teaching students according to their aptitude, and meet the needs of students at different levels. Based on constructivist theory, humanistic theory and teaching interaction theory, this paper aims at the problems existing in the teaching of computer basic courses, combined with the author's many years of computer basic course teaching practice, from teaching objectives, teaching content, teaching resources, teaching process, In terms of practical teaching and teaching evaluation, specific reform measures are proposed to provide guidance for the teaching reform of computer basic courses based on the blended teaching mode, improve students' computer application skills and promote the formation of computational thinking.;2019
The call for innovative talents in the information age is imminent. With the promulgation of the domestic high school information technology curriculum standards in 2017, the formulation and positioning requirements of the core literacy of the disciplines, computational thinking as one of the four core literacy, is the thinking ability that everyone should have. Many foreign educational practice studies have shown that mind mapping can effectively promote students' cognitive development and knowledge construction. However, the domestic educational application research is relatively lacking in this aspect, and there is little research on the comprehensive and in-depth combination of it and the core literacy computational thinking of the specific information technology discipline. To this end, based on the research status at home and abroad, this paper attempts to use the concept map tool to represent several important functions of computational thinking, definition of problems, abstract function, build model and Debugging and improvement. The diagram incorporates the teaching model in the computational thinking development curriculum. This study used quasi -experimental research methods to explore the effect of conceptual map tools on students' computational thinking. The research results show that this teaching method has a significant effect on the development of students' computational thinking.;2019
The commentaries provide useful questions and responses that help us understand better how unplugged activities serve as scaffolding to engage students in computer science. They help us to consider how activities relate to computational thinking, particularly by connecting the scaffolding in the activities to the limits of computation. This in turn helps us to navigate the somewhat disputed boundary between activities that clearly use computation as it occurs on physical devices, and metaphors that could potentially be misleading.;2019
The complete credit system, which is an advanced educational management institution, fully embodies the educational idea of people foremost. To spread the complete credit system would be a historical trend in the reform of higher educational management. This paper analyzed the connotation and architecture of the complete credit system, taking Kunming University as an example, studied the establishment of talent training scheme and curriculum system design under the complete credit system, and preliminarily explored the reform scheme of computer basic course which adapts to the complete credit system.;2019
The computer science community has struggled to assess student learning, especially at the early elementary level. Prior work has included one-on-one interviews, written assessments, and artifact analysis, each with their own benefits and drawbacks. Through our Personalized Assessment Worksheets for Scratch (PAWS) tool, we explore personalized assessments as an assessment technique that lies in between interviews, written assessments, and artifact analysis. PAWS creates personalized written assessments that integrates code from student Scratch projects. We hope that our PAWS tool, and more generally personalized assessments, will lead to an assessment technique that is both more accurate than written assessments and artifact analysis, and less time-consuming than interviews.;2019
"The Computer Science Teachers Association has asserted that computational thinking equips students with essential critical thinking which allows them to conceptualize, analyze, and solve more complex problems. These skills are applicable to all content area as students learn to use strategies, ideas, and technological practices more effectively as digital natives. This research examined over 200 elementary students' pre- and posttest changes in computational thinking from a 10-week coding program using adapted lessons from code.org's Blockly programming language and CSUnplugged that were delivered as part of the regular school day. Participants benefited from early access to computer science (CS) lessons with increases in computational thinking and applying coding concepts to the real world. Interviews from participants included examples of CS connections to everyday life and interdisciplinary studies at school. Thus, the study highlights the importance of leveraging CS access in diverse elementary classrooms to promote young students' computational thinking; motivation in CS topics; and the learning of essential soft-skills such as collaboration, persistence, abstraction, and creativity to succeed in today's digital world.";2019
The concept of computational thinking is timely. It is widely agreed that in order to benefit and thrive in a digital world, more than digital literacy is required. Computational thinking promises understanding of information technology and its utilization without necessarily knowing how to write code. According to many authors, skills in computational thinking include the ability to evaluate and design solutions to problems. However, the vision for computational thinking, laid out by a number of scholars, is even bigger than this. It proposes that thinking habits from computer science are beneficial for any kind of problem solving and that those thinking habits form a central part of modern sciences. It might be that components of computational thinking are indeed useful in problem solving and that they play an important part in other sciences. However, computer science combines three types of thinking traditions: theoretical (mathematical) tradition, engineering tradition and scientific tradition, and it is important to differentiate between what is an aspect in one or more of these traditions and what is unique for computer science. This clarification will support the application and teaching of computational thinking. This paper explores the uniqueness of computational thinking and its roots in theoretical, engineering and scientific traditions of computing.;2019
The concern on promoting the development of Computational Thinking (CT) in children has increased over the years. Games are recognized as a good strategy for presenting CT and for engaging children to the learning of its concepts. Hand gestures are a form of interaction widely used in video-games. However, few studies have been conducted to investigate how children feel and interact when using hand gestures in the context of learning tools. And this number decrease in studies about CT learning. In this paper, we explore the feedback of 29 children about their interaction by using hand gestures in a game to stimulate the CT which we called CT game. We also compare this type of interaction to touch. Additionally, we examine how both, hand gestures and touch, can impact on accomplishing of the goals of the game phases. Our findings revealed the children kept more engaged when using hand gestures, and consequently, this affected their concentration on the game purpose.;2019
The contiguity of physical and digital content of embodied learning has been shown to increase student's engagement in educational contexts. Applications with various kinds of physical interactions have been deployed to enhance the learning experiences in many engineering domains. However, even though computer science education (CSE) is one of zestful topics in the recent years, there are few studies focusing on the embodiment of CSE materials, by which the abstract and intangible concepts could be transformed into an intuitive affordance that utilizes sensorimotor experiences during the learning process. We propose an augmented embodiment mobile app designed for computational thinking (CT), specifically the debugging practices and abstraction concept, that makes use of gestures and augmented reality for learners to interact with the content. We examine the logic by the design framework for embodied learning and discuss potential extensions of multimodal analytics in such an application. Our preliminary user study in a middle school shows students' engagement in the application, however, it also reflected several design issues that need to be solved in the next iteration. The future plan of data analysis and experiments is also discussed.;2019
The creation of computer science tutorials is becoming critically important as hundreds of millions of students each year get their first CS experience through self-directed online activities. Creating a cliffhanger activity, with high engagement during and motivation to continue learning post activity, is a balancing act. If tutorials provide too much detailed information, users may be able to follow instructions but can feel overwhelmed or bored. On the other hand, tutorials that do not sufficiently explain crucial steps risk frustrating users who might drop out of the activity. Zones of Proximal Flow (ZPF) tutorials are simple to create and provide a navigation structure of differentiated instruction allowing users to choose appropriate detail based on their self-assessed state of flow, from bored to anxious. Using Retention of Flow analysis, two Hour of Code game design tutorials were analyzed: a sophisticated online tutorial for the creation of Frogger, and a simple ZPF tutorial for the creation of Pac-Man. One hope was that the simple ZPF Pac-Man tutorial would not do much worse than the sophisticated Frogger tutorial, but surprisingly the ZPF Pac-Man tutorial significantly outperformed the Frogger tutorial in terms of student retention. The Pac-Man tutorial also displayed a high student motivation to continue programming past the end of differentiated instruction.;2019
The development and assessment of computational thinking (CT) is garnering a lot of attention and research since the last decade. However, CT learning is perceived as a time-consuming and frustrating experience by many K-12 and university students. Hence, educators are coming up with various methodologies to make CT both accessible and engaging for learners, thus leading to a spurt in various game-based learning (GBL) approaches in this field, ranging from board games to educational robotic games. This paper strives to evaluate tabletop escape games as a potential tool to develop CT as a competency among K-12 learners and the assessment of its effectiveness in achieving the learning outcomes. To do this, the authors conducted a literature review of existing papers on tabletop games that use the theme of an escape game to develop and assess CT as a competency. Based on a systematic analysis of the existing literature, they conducted an analytical review of three papers on tabletop games in CT to identify the CT components being developed, the evaluation methods explained in them, the current limitations faced by the authors of these three papers and the possible ways to circumvent such limitations. This paper also covers the design aspects to be considered for the development of a CT-based educational escape game to support and evaluate this competency and its components.;2019
The development and integration of digital technology, in the current social context, makes it necessary to design and implement educational proposals that contribute to strengthening the teaching-learning processes through resources and didactic materials that provide dynamism, flexibility and innovation. One of the approaches that is gaining popularity in the international scenario is to approach the teaching of technology, programming and other digital skills such as computational thinking from an early age. This paper presents some of the results achieved through the development of a formative experience to foster the learning of computational thinking in early childhood education. The study corresponds to a quasi-experimental design with pretest-postest measures, without control group. The sample of participants was 44 students and 2 teachers, from a concerted school, in Salamanca, Spain, during the period 2017-2018. The activities consisted of solving problems with programming challenges using a tangible and a graphical interface. The data were collected through a rubric, questionnaires and field diary. The general results show the existence of differences between pretest and postest, which indicates that an advance was generated in reference to the learning of computational thinking through the explored characteristic. In addition, there is a positive acceptance of the activities between students and teachers. The study represents an initial assessment of the development of programming and computational thinking skills in young children using tangible and graphical learning interfaces.;2019
The development of Computational Thinking has been pointed out by experts as fundamental in the lives of human beings. This article deals with the application of a game-based didactic sequence based on the fundamentals of Computer Science in a class of primary school children, to promote engagement in the development of mathematical activities and analyze the impact of the development of logical and algorithmic reasoning in the solution of mathematical problems in the classroom. The didactic sequence considered the cognitive development of the children as well as the personal evolution during the process. Preliminary results indicate that the didactic sequence had a positive impact on student learning, showing a rate of learning evolution of 18% in the test group and 5% in the control group.;2019
The development of Computational Thinking is usually associated with solving closed coding exercises and quizzes. However, most of these approaches focus on teaching fragmented programming knowledge without enabling students to access and develop computational practices such as abstraction, pattern recognition and generalization, which are equally important for computational problem-solving. As a result, many students keep facing difficulties in describing and using these practices, even if they can successfully solve common programming tasks. This paper discusses game modification (modding) as a pedagogical approach to support students in exploring and expressing meanings about computational practices and concepts in an integrated context. In this approach, the game is seen as a complex system that incorporates powerful computational ideas and modding as a tool that makes these, otherwise complex, ideas accessible to students. The paper discusses the results of a design-based study with middle school students who played, evaluated and modified a simulation game in ChoiCo (Choices with Consequences) environment. The environment integrates three affordances for game design and modding: a) A map-based editor b) a database and c) block-based programming. The aim of the study was to investigate how construct meanings about computational thinking concepts and practices when they collaboratively modify the simulation game with the above affordances. The results indicate that game modding can provide a scaffold for students to gradually develop their understanding of computational practices and concepts. As students transformed from players to designers they discussed, changed and constructed increasingly complex modifications to the rules, the mechanics and the relations of the game system. During modding, they developed meanings about computational practices such as pattern recognition and abstraction and concepts such as conditionals and variables.;2019
The development of Computational Thinking through visual programming using resources such as Scratch has been used frequently in teaching and learning contexts due to the important contributions to these processes. In order to integrate the work of Development of Computational Thinking into the curricular pedagogical content and the protagonism of the students, this paper presents practical suggestions for using Scratch as a tool for Learning Objects production by students for students. The suggestions are the result of the experience developed in a school of the public school of Cascavel/PR whose results show that this integration promotes interest in the content and commitment of the students, making learning meaningful.;2019
The development of programming skills is currently promoting from an early school age, trying to get children to take an active and creative role in the use of technologies. The objective of this article is to verify the repercussion of educational robotics activities on kindergarten students in the acquisition of computational thinking and programming skills. The research design is quasi-experimental, with pre-test and post-test measures, using experimental and control groups. The sample consists of 131 students from the second cycle of early education (between 3 and 6 years old), all from the same Spanish school. Computational thinking is measured through three dimensions: sequences (algorithms), action-instruction correspondence and debugging. The intervention sessions, as well as the structure of the challenges that were used in the pre- and post-test evaluations, were designed based on the reference program of robotics studies called TangibleK. The intervention, carried out doing learning activities using educational robotics resources, presents positive results in relation to the computational thinking skills achieved. The differences between the pre-test and the post-test in the experimental and control groups are statistically significant, in that children engaged in robotics program achieves a greater advance in the three dimensions of computational competence through this method.;2019
The development of skills related to computer programming and robotics and the introduction of computational thinking principles in high schools are worldwide trends today. An effective way of initiating young students in this world consists in proposing them stimulating challenges. This work presents a robotic platform that has been successfully used to develop a competition (called Drone Challenge) in which students had to program the navigation system for a simulated unmanned aerial vehicle (or drone). Both the competition and the supporting platform are described in detail. In particular, the article provides a deep technical description of the main components of the platform, namely the drone simulator and the navigation development framework. The results of the survey conducted after the challenge point to the suitability of the working platform deployed.;2019
The facilitation of coding camps is complicated by the fact that these events usually attract large groups of participants, having different backgrounds, ages, needs, and cultural characteristics. Moreover, facilitators typically do not know each participant's learning style and needs. This work describes the RoboCards, a set of cards to solve an introductory robotics exercise that we have designed to support the facilitation of robotics camps for beginners (aged 6 to 12). Moreover, this work reports the first observations that we have collected while facilitating our robotics camps using this tool and sheds light on future work.;2019
"The first contact with computational thinking and programming languages of students entering higher education in computer science courses is extremely important for the professional future of these students: if successful it may indicate a promising career; otherwise it often leads to early abandonment of these students. The creation and maintenance of courses (1st cycle and 1st plus 2nd cycle integration) in information technology worries directors, coordinators and teachers of these courses. The area is in constant development and, despite the need for highly specialized technicians and almost zero unemployment, that it does not attract as much students who finish high school as it could. We found 193 courses in computer science in Portuguese higher education. Of these we have 106 1st Cycles, 15 Integrated and 1 Preparation; 66 different institutions. We study these courses: type of education (public or private), denomination of courses and types (1st cycle, integrated master's degree or preparation). 59 are public education courses: those in private education do not have much information on the internet. Of these 59 courses only 46 have information available online. This article belongs to an investigation that is done around the university courses of computer science: a picture of what exists, which are the vacancies, averages, success rates, how computer science and programming are linked in curricular terms, or in terms of curricular units and in terms of programming languages. This article focuses on the initial year and initial curricular units of programming of ten Portuguese computer courses that were considered more significant: programming languages, objectives, bibliography and type of evaluation. It is very important to study what is being done and how it is done.";2019
The fundamental rights of hospitalized minors include receiving educational and emotional attention during the illness situation. Currently the teaching of computational thinking and programming constitute a new literacy that must be carried to all classrooms, including hospital classrooms. This paper presents an exploratory case study on an educational intervention that is inclusive and adaptable to the characteristics of hospital classrooms for the teaching of computational thinking in a transversal way and programming without screens and robots, including working with emotions. In this study, 22 minors participated in five sessions developed in a hospital classroom. The results indicate that the intervention has improved the emotional state of the children, as well as their knowledge regarding computational thinking.;2019
"The goal of this study is to compare in-service and pre-service teachers' computational thinking skills and to take in-service teachers' opinions about the contribution of professional life to differentiation in this skill. The study was conducted in Turkey. The type of the study is mixed method. Quantitative data were obtained from 870 pre-service teachers enrolled to Van Yuzuncu Yil University and from 143 in-service teachers working in Van province. Qualitative data were obtained from 10 in-service teachers. Quantitative data were collected with Computational Thinking Scales (CTS). Qualitative data were obtained through conducting focus group interview. Results revealed that in-service teachers significantly differentiate from pre-service teachers according to the common effect of the sub dimensions of CTS. On the other hand, according to the results of the comparison conducted based on the main effect of the total score and sub dimensions of the scale; there is no difference according to the sub dimension of problem solving. There is a differentiation on behalf of in-service teachers according to all measurements outside of that. Qualitative data also support these results. In addition, qualitative data present details concerning the reasons of the change in CT within the context of professional life.";2019
The graphics calculator (GC) is a hand-held technology. With it, students visualize and understand concepts in mathematics and science better. It also allows them to make real-world connections, binding together advanced graphing functionality and conceptual science, technology, engineering, arts and mathematics (STEAM). As they gain a deeper understanding of abstract concepts, they acquire creative and critical thinking and problem solving skills they need to reach greater academic successes. In learning, GC plays several roles in increasing students' computational thinking and procedural skills. Despite being a learning tool that satisfies science and mathematics curriculum needs, the calculator often has been used as an add-on to traditional teaching methodology rather than central and in more integrated ways. This study looks into the potential of developing computational thinking skills using GC technology. The data of the study was obtained from secondary sources through a systematic review method. The study showed that GC seems to be effective tools to practice STEAM education as well as to develop students' computational thinking through analysing and decompose real problem as well as engaging in the abstraction process and developing an algorithm using coding. The findings provides justifications on the impact of GC in developing computational thinking skills thereby maximizing the pedagogical benefits to students.;2019
The growth of the geospatial services industry is increasing the demand for graduates with training in both geography and computational thinking (geocomputational thinking). The limited availability of learning pathways towards geocomputationally intensive jobs requires employers across the public and private sectors to choose between hiring a geographer or a computer science graduate. This collaboration of authors will initiate the formation of a researcher-practitioner partnership (RPP) in Southern California, as a new strategy to addresses the lack of geocomputational learning pathways.;2019
"The Italian Ministry of Education is promoting the introduction of coding and computational thinking in compulsory school. While it is still unclear how the Ministry will reform the current curriculum guidelines to introduce computing, Italian schools have anyway reached a record level of participation in events like the EU Code Week and the Hour of Code. Programming to Learn in Primary School is a project we are conducting following Papert's claim that children can learn to program and that learning to program can affect the way they learn everything else. The project is in its second year and involves all primary school grades, from 1 to 5. The children in grade 1 and 2 work with programmable play kits with tangible interfaces. From grades 3 to 5 the online Scratch programming environment is used. To become proficient in a new language (the programming language here), children need time to learn how to use it expressively and become part of a social context where the language is practised. So the Scratch online community is a perfect match. Children love sharing their work and remixing, as well as the social features of Scratch for adding likes and commenting on each other's projects. All the grade 3 to 5 children in the project attend a weekly computer lab class, playing with Scratch. In grades 4 and 5, they work on individual projects during the first half of the school year; in the second half, they work in small groups on a common theme that the teacher selects from those studied in class (the European Parliament, hydro-geological risk, etc.). The project aim is to develop and validate a vertical curriculum for the introduction of programming in primary schools as an expressive new language. In the lower grades the focus is on becoming fluent with the programming language, while integration with curricular disciplines is sought in the last two years.";2019
The idea of computational thinking unplugged refers to a set of activities that are developed to encourage children skills that can be recalled later, to promote computational thinking. These activities are designed to be included in the early stages of cognitive development (early childhood education, the first stage of primary education, games at home with parents and friends, etc.). The skills are designed so that they can be evoked in other stages. In secondary education, in technical training, in professional or even higher education. The activities are usually done without computers and mobile screens, with cards, cards, classroom games or playground games, mechanical toys, etc. In this paper, it is highlighted that there is a series of data, ideas and circumstances that make it possible now, and not before, that unplugged computational thinking is implemented. Finally, we describe activities, initiatives and experiences that are already being developed, and we make proposals for activities and their guides for preschool teachers and caregivers.;2019
The importance of educating the next generations in the understanding of the fundamentals of the upcoming scientific and technological innovations that will force a broad social and economical paradigm change can not be overstressed. One such breakthrough technologies is Artificial Intelligence (AI), specifically machine learning algorithms. Nowadays, the public has little understanding of the workings and implications of AI techniques that are already entering their lives in many ways. We aim to achieve widespread public understanding of these issues in an experiential learning framework. Following a design based research approach, we propose to implement program coding scaffoldings to teach and experiment some basic mechanisms of AI systems. Such experiments would be shedding new light into AI potentials and limitations. In this paper we focus on innovative ways to introduce high school students to the fundamentals and operation of two of the most popular AI algorithms. We describe the elements of a workshop where we provide an academic use-create-modify scaffolding where students work on the Scratch partial coding of the algorithms so they can explore the behavior of the algorithm, gaining understanding of the underlying computational thinking of AI processes. The extent of the impact on the students of this experience is measured through questionnaires filled before and after participation in the workshop. Preliminary experiments offer encouraging results, showing that the workshop has differential impact on the way students understand AI.;2019
The inclusion of computational thinking in third-level professional training is an alternative that revolutionize traditional teaching through new paradigms, ICT tools and new platforms such as the one proposed in this paper that describes the development and implementation of a prototype that allows incorporating computational thinking into educational constructivist models, exploiting the capacities and abilities of a global and interconnected society. The prototype was submitted to an evaluation by 120 students of Information Technology (IT) faculty of the Armed Forces University ESPE located in Sangolqui, Ecuador, in the fields: performance and acceptance of the user, obtaining acceptable results about its applicability, usability and adaptation to the training model by competencies of the institution. The research methodology Desing Science Research (DSR), SCRUM as a design methodology and AppGini as a development tool were applied.;2019
